movie_id,title,release_year,genre,duration_min,catalog_date,popularity_score,quality_score
M0344,Movie 0344,2025,Animation,95,2023-11-26,0.0116,2.04
M0557,Movie 0557,1995,Comedy,76,2023-11-26,0.1097,4.08
M0406,Movie 0406,2001,Drama,124,2023-12-01,0.0122,4.78
M0657,Movie 0657,1993,Horror,103,2023-12-01,0.0187,3.45
M0701,Movie 0701,1994,Family,93,2023-12-02,0.0011,3.21
M0741,Movie 0741,2013,Drama,114,2023-12-02,0.0689,2.88
M1161,Movie 1161,1996,Animation,80,2023-12-02,0.032,3.2
M0722,Movie 0722,2001,Romance,98,2023-12-02,0.0508,3.56
M0049,Movie 0049,2004,Thriller,121,2023-12-03,0.0873,3.36
M0639,Movie 0639,2018,Comedy,98,2023-12-03,0.0608,3.0
M0237,Movie 0237,2019,Sci-Fi,94,2023-12-04,0.0339,2.75
M0132,Movie 0132,2005,Horror,109,2023-12-04,0.014,3.4
M0188,Movie 0188,2010,Comedy,76,2023-12-04,0.0022,3.74
M0276,Movie 0276,2016,Thriller,95,2023-12-05,0.0907,4.36
M0485,Movie 0485,2009,Thriller,89,2023-12-06,0.0132,3.14
M1050,Movie 1050,2026,Fantasy,145,2023-12-07,0.0155,3.87
M0843,Movie 0843,2026,Crime,136,2023-12-07,0.0167,4.21
M0803,Movie 0803,1999,Crime,127,2023-12-08,0.022,3.68
M0369,Movie 0369,2003,Adventure,147,2023-12-09,0.0303,3.39
M0674,Movie 0674,2002,Animation,75,2023-12-10,0.0158,3.44
M0596,Movie 0596,2004,Sci-Fi,125,2023-12-11,0.0484,3.71
M0489,Movie 0489,1991,Comedy,104,2023-12-11,0.018,3.35
M0936,Movie 0936,2015,Romance,91,2023-12-12,0.0164,4.15
M0143,Movie 0143,2021,Romance,111,2023-12-12,0.005,3.07
M0240,Movie 0240,2007,Comedy,93,2023-12-12,0.0078,4.31
M0125,Movie 0125,2007,Crime,105,2023-12-12,0.0887,3.21
M0805,Movie 0805,2024,Crime,107,2023-12-12,0.1233,3.1
M0361,Movie 0361,2014,Documentary,105,2023-12-12,0.0883,3.34
M0510,Movie 0510,2012,Thriller,105,2023-12-13,0.0775,3.28
M0250,Movie 0250,2020,Adventure,98,2023-12-14,0.0146,3.83
M0324,Movie 0324,2002,Sci-Fi,104,2023-12-14,0.0002,2.09
M0139,Movie 0139,1993,Action,104,2023-12-14,0.0653,3.19
M0420,Movie 0420,2019,Crime,116,2023-12-14,0.9694,4.08
M0683,Movie 0683,2024,Documentary,70,2023-12-15,0.0246,3.16
M1024,Movie 1024,2020,Romance,129,2023-12-15,0.0182,3.73
M0794,Movie 0794,1993,Documentary,109,2023-12-16,0.0116,3.37
M0878,Movie 0878,2004,Thriller,118,2023-12-16,0.0744,3.06
M0645,Movie 0645,1996,Animation,79,2023-12-16,0.093,4.04
M0392,Movie 0392,2014,Action,99,2023-12-17,0.3303,3.03
M0168,Movie 0168,2008,Action,104,2023-12-17,0.0173,3.78
M1136,Movie 1136,2004,Fantasy,122,2023-12-17,0.1398,3.63
M0669,Movie 0669,2012,Animation,90,2023-12-17,0.0235,3.31
M0267,Movie 0267,2014,Adventure,97,2023-12-18,0.0759,3.79
M0306,Movie 0306,2006,Sci-Fi,100,2023-12-18,0.0492,3.29
M0595,Movie 0595,1991,Thriller,131,2023-12-18,0.0473,3.41
M0894,Movie 0894,1998,Thriller,127,2023-12-19,0.054,4.0
M1183,Movie 1183,2005,Romance,94,2023-12-19,0.0272,3.63
M0658,Movie 0658,1995,Comedy,143,2023-12-19,0.0063,3.62
M1150,Movie 1150,2019,Adventure,142,2023-12-20,0.0423,3.46
M0820,Movie 0820,2012,Romance,88,2023-12-20,0.0219,3.96
M0301,Movie 0301,2021,Documentary,89,2023-12-21,0.0266,3.87
M1126,Movie 1126,2021,Sci-Fi,120,2023-12-21,0.022,3.33
M0128,Movie 0128,2015,Crime,126,2023-12-21,0.0415,3.3
M0213,Movie 0213,2014,Thriller,124,2023-12-22,0.0319,3.26
M0802,Movie 0802,2016,Crime,134,2023-12-22,0.0355,3.26
M0708,Movie 0708,2016,Horror,94,2023-12-22,0.0637,2.88
M0286,Movie 0286,2021,Animation,119,2023-12-23,0.0098,3.16
M0860,Movie 0860,2023,Action,113,2023-12-23,0.0174,4.18
M0509,Movie 0509,2006,Crime,109,2023-12-23,0.0551,3.28
M0126,Movie 0126,2022,Comedy,114,2023-12-24,0.3632,3.14
M0123,Movie 0123,2023,Romance,114,2023-12-24,0.0138,3.78
M0438,Movie 0438,2015,Drama,119,2023-12-24,0.1019,2.39
M0689,Movie 0689,2020,Thriller,126,2023-12-24,0.0383,4.06
M0113,Movie 0113,2008,Comedy,118,2023-12-25,0.0575,3.54
M0960,Movie 0960,2006,Documentary,87,2023-12-26,0.0144,3.06
M0171,Movie 0171,2018,Action,126,2023-12-26,0.0394,4.6
M0191,Movie 0191,2026,Animation,96,2023-12-26,0.0695,3.23
M0916,Movie 0916,2025,Action,133,2023-12-26,0.0137,2.8
M0751,Movie 0751,2013,Action,116,2023-12-26,0.0264,3.56
M0087,Movie 0087,2014,Fantasy,140,2023-12-26,0.1713,3.71
M0362,Movie 0362,1993,Crime,123,2023-12-26,0.0264,3.76
M1074,Movie 1074,2008,Romance,129,2023-12-27,0.0623,3.49
M0089,Movie 0089,2006,Comedy,109,2023-12-27,0.0049,3.93
M0986,Movie 0986,2020,Documentary,120,2023-12-27,0.0114,3.41
M1034,Movie 1034,2011,Drama,122,2023-12-27,0.0066,3.68
M0678,Movie 0678,2008,Horror,118,2024-01-01,0.1525,3.69
M1138,Movie 1138,2009,Horror,90,2024-01-01,0.0353,3.97
M1173,Movie 1173,2014,Drama,117,2024-01-02,0.0278,3.39
M0070,Movie 0070,2011,Romance,97,2024-01-03,0.0148,2.87
M0585,Movie 0585,2007,Action,117,2024-01-03,0.0787,3.96
M1075,Movie 1075,1992,Thriller,89,2024-01-03,0.0419,4.24
M0304,Movie 0304,2008,Fantasy,129,2024-01-04,0.0328,3.08
M0468,Movie 0468,2007,Thriller,140,2024-01-06,0.0558,4.28
M0166,Movie 0166,2005,Romance,105,2024-01-06,0.0811,3.0
M0222,Movie 0222,2022,Family,93,2024-01-06,0.0062,2.23
M0037,Movie 0037,2021,Thriller,113,2024-01-07,0.0361,2.64
M0834,Movie 0834,1999,Action,95,2024-01-07,0.003,2.94
M0987,Movie 0987,2006,Thriller,120,2024-01-10,0.0161,2.77
M1014,Movie 1014,2016,Action,117,2024-01-11,0.0163,3.41
M0275,Movie 0275,2007,Thriller,108,2024-01-12,0.0116,2.82
M1001,Movie 1001,2006,Action,121,2024-01-13,0.0872,3.63
M1134,Movie 1134,1990,Comedy,105,2024-01-14,0.0976,3.86
M0640,Movie 0640,2005,Horror,99,2024-01-16,0.0014,4.0
M0980,Movie 0980,1996,Family,97,2024-01-17,0.0082,1.84
M0798,Movie 0798,2002,Action,121,2024-01-19,0.0135,3.17
M0789,Movie 0789,1990,Comedy,83,2024-01-23,0.0203,3.39
M0841,Movie 0841,2023,Adventure,118,2024-01-23,0.0837,3.81
M0320,Movie 0320,1996,Thriller,105,2024-01-24,0.0046,4.08
M0076,Movie 0076,1998,Action,108,2024-01-25,0.0874,3.77
M0372,Movie 0372,2024,Fantasy,133,2024-02-01,0.0168,3.92
M0913,Movie 0913,1996,Thriller,101,2024-02-02,0.0291,3.37
M1195,Movie 1195,1993,Action,129,2024-02-02,0.0482,3.23
M0146,Movie 0146,2000,Romance,130,2024-02-02,0.035,2.59
M1092,Movie 1092,1999,Action,134,2024-02-04,0.0222,2.78
M0952,Movie 0952,2005,Comedy,100,2024-02-05,0.0813,3.69
M0832,Movie 0832,2010,Comedy,90,2024-02-06,0.0287,4.23
M0990,Movie 0990,1998,Drama,115,2024-02-06,0.0159,2.48
M1191,Movie 1191,2026,Fantasy,127,2024-02-07,0.0334,3.95
M0855,Movie 0855,2015,Action,129,2024-02-08,0.0094,2.76
M0394,Movie 0394,2014,Family,68,2024-02-09,0.019,2.84
M1036,Movie 1036,2022,Thriller,122,2024-02-13,0.0303,3.39
M0666,Movie 0666,2008,Sci-Fi,149,2024-02-14,0.1572,4.48
M0731,Movie 0731,2002,Sci-Fi,101,2024-02-15,0.0211,3.71
M0395,Movie 0395,2008,Adventure,124,2024-02-17,0.015,2.93
M0002,Movie 0002,2000,Fantasy,137,2024-02-19,0.2134,4.04
M0705,Movie 0705,2013,Horror,91,2024-02-20,0.0238,3.12
M0552,Movie 0552,2005,Fantasy,124,2024-02-23,0.0217,2.51
M0629,Movie 0629,2010,Horror,134,2024-02-23,0.0224,3.4
M0606,Movie 0606,2016,Fantasy,133,2024-02-23,0.1319,3.81
M0660,Movie 0660,2023,Drama,139,2024-02-24,0.0272,3.69
M0838,Movie 0838,1993,Drama,107,2024-02-26,0.0434,3.87
M0706,Movie 0706,2024,Documentary,89,2024-02-27,0.0461,3.52
M0413,Movie 0413,2006,Documentary,102,2024-03-01,0.0291,3.37
M1083,Movie 1083,1990,Fantasy,134,2024-03-08,0.1503,3.89
M0896,Movie 0896,1999,Family,87,2024-03-09,0.0341,3.51
M0621,Movie 0621,1995,Romance,112,2024-03-09,0.0073,3.47
M0770,Movie 0770,2003,Horror,82,2024-03-13,0.0404,3.75
M0840,Movie 0840,2016,Drama,104,2024-03-15,0.028,3.53
M0349,Movie 0349,2007,Thriller,95,2024-03-16,0.069,3.49
M1189,Movie 1189,2023,Fantasy,130,2024-03-17,0.0088,2.87
M0184,Movie 0184,2012,Comedy,90,2024-03-19,0.0135,2.9
M0868,Movie 0868,2010,Animation,74,2024-03-21,0.0038,3.83
M0544,Movie 0544,1997,Comedy,89,2024-03-21,0.144,3.9
M0984,Movie 0984,2018,Thriller,104,2024-03-23,0.0103,4.03
M0676,Movie 0676,2014,Crime,115,2024-03-23,0.0063,3.54
M1097,Movie 1097,2019,Animation,99,2024-04-02,0.0966,3.64
M1167,Movie 1167,2002,Adventure,133,2024-04-04,0.0641,3.62
M0042,Movie 0042,2013,Comedy,72,2024-04-05,0.0141,3.48
M0771,Movie 0771,1998,Family,84,2024-04-07,0.032,2.94
M0538,Movie 0538,2012,Action,111,2024-04-09,0.0216,4.13
M1107,Movie 1107,2007,Thriller,121,2024-04-14,0.2029,3.46
M0479,Movie 0479,2006,Thriller,117,2024-04-14,0.008,3.25
M1094,Movie 1094,1991,Horror,82,2024-04-16,0.0073,2.9
M0230,Movie 0230,2021,Drama,130,2024-04-18,0.0352,2.75
M0010,Movie 0010,2024,Crime,123,2024-04-18,0.0241,3.42
M0053,Movie 0053,2018,Horror,105,2024-04-20,0.0035,3.85
M0121,Movie 0121,1998,Comedy,90,2024-04-22,0.0644,3.11
M0456,Movie 0456,2002,Crime,96,2024-04-24,0.0007,3.39
M0101,Movie 0101,2018,Action,141,2024-04-27,0.038,3.9
M1051,Movie 1051,2012,Documentary,100,2024-05-04,0.1625,3.91
M0582,Movie 0582,1995,Drama,104,2024-05-05,0.162,3.45
M0095,Movie 0095,1998,Adventure,89,2024-05-08,0.0042,2.95
M0290,Movie 0290,1993,Thriller,101,2024-05-10,0.0452,3.1
M0261,Movie 0261,2010,Adventure,87,2024-05-11,0.0125,3.31
M0515,Movie 0515,1995,Sci-Fi,166,2024-05-11,0.0475,3.06
M0492,Movie 0492,2008,Family,113,2024-05-13,0.0452,4.1
M0783,Movie 0783,2010,Thriller,118,2024-05-13,0.069,3.28
M0753,Movie 0753,2023,Romance,86,2024-05-14,0.0163,4.42
M0288,Movie 0288,2008,Documentary,109,2024-05-14,0.0354,3.29
M0248,Movie 0248,2005,Fantasy,108,2024-05-15,0.0247,3.42
M0172,Movie 0172,1993,Thriller,109,2024-05-17,0.0091,3.15
M0093,Movie 0093,2000,Action,124,2024-05-18,0.0475,3.37
M0602,Movie 0602,1995,Horror,109,2024-05-20,0.0225,3.42
M0321,Movie 0321,1995,Thriller,100,2024-05-22,0.0172,3.65
M1118,Movie 1118,2006,Comedy,70,2024-05-24,0.0594,3.35
M0707,Movie 0707,2017,Romance,109,2024-05-26,0.0048,3.33
M0016,Movie 0016,1999,Comedy,89,2024-05-27,0.0388,3.62
M0928,Movie 0928,2011,Adventure,132,2024-05-27,0.0759,4.24
M0436,Movie 0436,2000,Horror,110,2024-06-01,0.1022,3.45
M0358,Movie 0358,2018,Documentary,89,2024-06-05,0.0384,2.79
M0221,Movie 0221,2016,Adventure,106,2024-06-05,0.0246,3.75
M0598,Movie 0598,1994,Drama,108,2024-06-06,0.0205,2.77
M0199,Movie 0199,1991,Crime,104,2024-06-08,0.0088,2.77
M0265,Movie 0265,2006,Thriller,113,2024-06-09,0.0256,4.47
M0754,Movie 0754,1992,Comedy,90,2024-06-13,0.0092,3.1
M0908,Movie 0908,2006,Action,101,2024-06-15,0.1114,3.0
M0163,Movie 0163,1990,Animation,83,2024-06-18,0.0713,3.27
M0059,Movie 0059,1995,Drama,123,2024-06-20,0.2434,3.75
M0023,Movie 0023,2004,Animation,110,2024-06-22,0.2714,4.01
M0084,Movie 0084,1991,Romance,102,2024-06-22,0.0219,3.66
M0375,Movie 0375,2009,Animation,106,2024-06-23,0.0378,3.5
M1091,Movie 1091,2005,Thriller,136,2024-06-27,0.2409,3.48
M0202,Movie 0202,2022,Documentary,90,2024-07-03,0.0104,3.5
M0562,Movie 0562,2016,Family,113,2024-07-05,0.0048,3.74
M0550,Movie 0550,2026,Adventure,113,2024-07-05,0.0059,4.58
M0652,Movie 0652,2010,Action,111,2024-07-07,0.0338,3.97
M0867,Movie 0867,1997,Comedy,97,2024-07-07,0.1262,3.88
M0328,Movie 0328,1999,Comedy,75,2024-07-10,0.156,3.61
M0807,Movie 0807,2005,Action,108,2024-07-11,0.0217,3.03
M0670,Movie 0670,2008,Sci-Fi,135,2024-07-11,0.0277,3.23
M0164,Movie 0164,1996,Thriller,120,2024-07-15,0.1489,3.95
M0584,Movie 0584,2014,Horror,77,2024-07-15,0.2575,3.15
M0345,Movie 0345,2004,Romance,129,2024-07-15,0.0051,1.82
M0220,Movie 0220,2017,Crime,117,2024-07-18,0.0746,2.73
M0920,Movie 0920,2019,Drama,99,2024-07-20,0.0676,3.61
M0769,Movie 0769,1990,Action,100,2024-07-21,0.0704,2.7
M0967,Movie 0967,1993,Documentary,83,2024-07-22,0.0442,3.61
M0251,Movie 0251,2018,Family,85,2024-07-24,0.0243,3.46
M0973,Movie 0973,2001,Adventure,126,2024-07-25,0.0665,2.94
M0334,Movie 0334,2008,Romance,120,2024-07-27,0.104,3.21
M1149,Movie 1149,2016,Comedy,126,2024-08-02,0.0206,3.49
M0284,Movie 0284,1996,Thriller,124,2024-08-02,0.0694,3.14
M0314,Movie 0314,1999,Comedy,105,2024-08-03,0.0262,3.47
M0837,Movie 0837,2025,Family,106,2024-08-04,0.1851,2.82
M0842,Movie 0842,1998,Thriller,143,2024-08-08,0.0179,2.48
M0186,Movie 0186,1993,Sci-Fi,131,2024-08-08,0.0133,4.5
M0309,Movie 0309,2013,Comedy,111,2024-08-10,0.0138,3.53
M0856,Movie 0856,2014,Fantasy,111,2024-08-11,0.087,3.87
M0991,Movie 0991,1997,Comedy,108,2024-08-11,0.0083,2.9
M0001,Movie 0001,2015,Horror,95,2024-08-12,0.1548,3.59
M0192,Movie 0192,2005,Adventure,127,2024-08-13,0.0432,2.9
M0150,Movie 0150,2019,Drama,87,2024-08-18,0.0095,2.9
M0431,Movie 0431,2001,Drama,115,2024-08-20,0.0203,4.29
M0354,Movie 0354,2016,Action,116,2024-08-22,0.0204,4.41
M1137,Movie 1137,2004,Drama,128,2024-08-23,0.0573,3.31
M0448,Movie 0448,1991,Action,110,2024-08-24,0.0419,4.52
M0429,Movie 0429,2016,Fantasy,152,2024-08-24,0.1325,3.56
M0955,Movie 0955,2006,Thriller,116,2024-08-25,0.0086,3.15
M0727,Movie 0727,2026,Thriller,95,2024-08-26,0.043,3.31
M0983,Movie 0983,2017,Crime,100,2024-09-03,0.1138,3.76
M0151,Movie 0151,2019,Thriller,103,2024-09-04,0.0132,3.73
M0011,Movie 0011,2018,Documentary,78,2024-09-10,0.0285,2.44
M0475,Movie 0475,2026,Comedy,93,2024-09-10,0.124,4.58
M0044,Movie 0044,2000,Thriller,145,2024-09-13,0.1421,4.43
M0715,Movie 0715,1994,Sci-Fi,134,2024-09-13,0.0946,3.45
M0505,Movie 0505,2024,Romance,91,2024-09-13,0.0158,3.32
M1000,Movie 1000,2023,Horror,98,2024-09-15,0.0089,3.47
M0004,Movie 0004,1994,Adventure,139,2024-09-22,0.0208,3.56
M0574,Movie 0574,2026,Crime,127,2024-09-22,0.0144,3.32
M1072,Movie 1072,1990,Sci-Fi,122,2024-09-22,0.0343,3.39
M1077,Movie 1077,2018,Fantasy,115,2024-09-22,0.0191,4.1
M1070,Movie 1070,2008,Family,86,2024-09-23,0.0337,3.75
M1174,Movie 1174,1993,Sci-Fi,118,2024-09-23,0.0029,3.16
M0357,Movie 0357,2019,Adventure,126,2024-09-25,0.0445,3.49
M0419,Movie 0419,1999,Sci-Fi,123,2024-09-27,0.0299,3.39
M0977,Movie 0977,1995,Action,105,2024-09-27,0.0545,4.03
M0812,Movie 0812,1996,Documentary,92,2024-10-03,0.1449,3.49
M0497,Movie 0497,2009,Family,111,2024-10-06,0.0175,2.7
M0013,Movie 0013,2008,Sci-Fi,142,2024-10-06,0.0676,2.87
M0992,Movie 0992,2001,Documentary,86,2024-10-07,0.0037,4.33
M0907,Movie 0907,2008,Action,132,2024-10-07,0.0147,3.95
M0525,Movie 0525,2022,Action,110,2024-10-07,0.0191,3.36
M0401,Movie 0401,1994,Family,89,2024-10-09,0.0098,3.04
M1169,Movie 1169,2008,Fantasy,116,2024-10-10,0.0351,4.07
M0305,Movie 0305,2018,Documentary,89,2024-10-12,0.0378,3.93
M0418,Movie 0418,2024,Horror,105,2024-10-16,0.0705,2.72
M0027,Movie 0027,1990,Action,135,2024-10-18,0.0449,3.34
M0749,Movie 0749,2011,Adventure,151,2024-10-18,0.0079,2.97
M1140,Movie 1140,2007,Drama,127,2024-10-18,0.0265,3.05
M0140,Movie 0140,2011,Thriller,104,2024-10-23,0.0277,2.93
M0148,Movie 0148,2002,Comedy,93,2024-10-25,0.0113,3.24
M0272,Movie 0272,2026,Sci-Fi,92,2024-10-27,0.0268,4.1
M0895,Movie 0895,2002,Sci-Fi,126,2024-11-03,0.0129,3.08
M0735,Movie 0735,2014,Animation,113,2024-11-05,0.0121,4.51
M0808,Movie 0808,1998,Action,128,2024-11-06,0.0232,4.4
M0415,Movie 0415,2019,Action,116,2024-11-07,0.0917,3.32
M0329,Movie 0329,2019,Romance,116,2024-11-09,0.0014,4.01
M0153,Movie 0153,2003,Horror,74,2024-11-13,0.0038,3.28
M0726,Movie 0726,2015,Comedy,72,2024-11-17,0.0026,4.01
M0282,Movie 0282,1997,Adventure,114,2024-11-18,0.0349,2.89
M0400,Movie 0400,2000,Fantasy,137,2024-11-20,0.03,3.76
M0434,Movie 0434,2005,Fantasy,130,2024-11-22,0.0607,3.2
M0572,Movie 0572,1991,Documentary,110,2024-11-23,0.0995,2.25
M1135,Movie 1135,2026,Documentary,79,2024-11-24,0.0695,3.27
M1052,Movie 1052,1995,Thriller,102,2024-11-26,0.0238,3.59
M1181,Movie 1181,1998,Animation,99,2024-12-02,0.0608,3.09
M0129,Movie 0129,2004,Fantasy,111,2024-12-03,0.0089,3.25
M0821,Movie 0821,2000,Drama,94,2024-12-03,0.0214,4.23
M0591,Movie 0591,2025,Fantasy,123,2024-12-04,0.0302,3.68
M0698,Movie 0698,2022,Romance,116,2024-12-05,0.0277,3.91
M1172,Movie 1172,2019,Comedy,72,2024-12-08,0.0112,2.79
M0800,Movie 0800,1996,Crime,118,2024-12-08,0.1994,3.43
M0650,Movie 0650,1997,Drama,94,2024-12-11,0.0469,3.57
M0839,Movie 0839,2001,Romance,104,2024-12-12,0.2539,3.39
M0945,Movie 0945,2012,Thriller,115,2024-12-13,0.2157,4.12
M0909,Movie 0909,2014,Horror,79,2024-12-13,0.0875,3.24
M0311,Movie 0311,2003,Family,98,2024-12-14,0.0685,3.64
M0874,Movie 0874,2001,Documentary,98,2024-12-15,0.0305,2.47
M0432,Movie 0432,2004,Sci-Fi,130,2024-12-16,0.0038,3.26
M0536,Movie 0536,1999,Sci-Fi,116,2024-12-17,0.0061,2.79
M0080,Movie 0080,2009,Crime,150,2024-12-21,0.0445,3.73
M0173,Movie 0173,2012,Animation,106,2024-12-22,0.0111,3.42
M0179,Movie 0179,2002,Comedy,112,2024-12-22,0.0299,2.74
M0390,Movie 0390,2010,Romance,93,2024-12-24,0.1426,4.02
M0846,Movie 0846,2001,Thriller,128,2024-12-25,0.1209,3.84
M0427,Movie 0427,1998,Sci-Fi,139,2024-12-25,0.0027,2.73
M0653,Movie 0653,1999,Horror,103,2024-12-26,0.0108,3.62
M0597,Movie 0597,2022,Documentary,102,2024-12-27,0.031,4.18
M0110,Movie 0110,2001,Horror,98,2025-01-11,0.0813,3.54
M0478,Movie 0478,2019,Romance,120,2025-01-24,0.0054,3.19
M0625,Movie 0625,2020,Drama,120,2025-01-26,0.0562,3.08
M0264,Movie 0264,2023,Drama,112,2025-01-27,0.0077,3.47
M0383,Movie 0383,2015,Horror,125,2025-02-01,0.1583,3.43
M0484,Movie 0484,2013,Drama,138,2025-02-05,0.0108,3.91
M0174,Movie 0174,2002,Fantasy,121,2025-02-07,0.059,3.28
M0898,Movie 0898,2003,Thriller,111,2025-02-08,0.0118,4.35
M0791,Movie 0791,1998,Comedy,87,2025-02-09,0.0489,3.03
M0483,Movie 0483,2021,Thriller,123,2025-02-14,0.0529,2.89
M0072,Movie 0072,1992,Adventure,112,2025-02-16,0.0787,3.46
M0402,Movie 0402,1990,Thriller,139,2025-02-17,0.0377,3.92
M0090,Movie 0090,1991,Horror,85,2025-02-21,0.0118,4.17
M0216,Movie 0216,2014,Thriller,160,2025-02-21,0.0099,3.47
M0851,Movie 0851,1999,Family,117,2025-02-27,0.2041,3.61
M0457,Movie 0457,2019,Documentary,100,2025-02-27,0.4162,2.2
M1071,Movie 1071,2002,Sci-Fi,156,2025-03-12,0.0142,3.49
M0339,Movie 0339,2000,Documentary,89,2025-03-14,0.0628,3.91
M0453,Movie 0453,2000,Fantasy,130,2025-03-18,0.0115,3.31
M0091,Movie 0091,2014,Family,119,2025-03-25,0.0402,3.16
M0710,Movie 0710,1992,Crime,114,2025-03-27,0.0309,3.27
M0978,Movie 0978,1992,Crime,105,2025-03-27,0.4967,3.43
M1019,Movie 1019,2008,Action,115,2025-04-01,0.0328,3.74
M1102,Movie 1102,1999,Thriller,111,2025-04-06,0.0737,3.91
M0869,Movie 0869,2020,Family,115,2025-04-06,0.0208,2.74
M0934,Movie 0934,2000,Drama,103,2025-04-06,0.0069,3.56
M0745,Movie 0745,2026,Fantasy,114,2025-04-13,0.0731,4.0
M0348,Movie 0348,2020,Comedy,96,2025-04-15,0.0061,4.54
M0724,Movie 0724,1994,Sci-Fi,121,2025-04-15,0.0144,3.8
M0289,Movie 0289,1990,Drama,99,2025-04-16,0.082,3.7
M1002,Movie 1002,2000,Fantasy,113,2025-04-18,0.2947,3.1
M1151,Movie 1151,1994,Adventure,132,2025-04-21,0.0286,3.85
M0542,Movie 0542,2003,Drama,102,2025-04-23,0.0657,3.58
M0695,Movie 0695,2017,Sci-Fi,118,2025-05-02,0.0367,2.94
M0469,Movie 0469,2000,Crime,120,2025-05-04,0.0276,2.86
M1110,Movie 1110,2011,Drama,108,2025-05-09,0.0207,3.21
M0915,Movie 0915,2001,Drama,97,2025-05-14,0.0793,3.34
M0779,Movie 0779,2007,Action,111,2025-05-14,0.0437,4.19
M0409,Movie 0409,2000,Comedy,119,2025-05-15,0.0447,3.88
M0957,Movie 0957,1992,Thriller,99,2025-05-15,0.0158,3.69
M0615,Movie 0615,2006,Drama,119,2025-06-02,0.0482,3.3
M1048,Movie 1048,2004,Animation,94,2025-06-10,0.0119,3.88
M0069,Movie 0069,2007,Horror,101,2025-06-14,0.0273,4.32
M0051,Movie 0051,2002,Documentary,80,2025-06-19,0.0292,3.14
M0316,Movie 0316,2000,Drama,135,2025-06-23,0.0493,3.16
M0976,Movie 0976,2012,Sci-Fi,115,2025-07-01,0.0027,3.18
M0232,Movie 0232,2020,Thriller,102,2025-07-09,0.0082,3.87
M0828,Movie 0828,1991,Comedy,86,2025-07-11,0.0354,4.87
M0498,Movie 0498,1998,Drama,116,2025-07-12,0.0063,3.01
M0189,Movie 0189,1998,Sci-Fi,112,2025-07-12,0.0234,2.82
M0442,Movie 0442,2018,Sci-Fi,125,2025-07-13,0.0763,4.16
M0531,Movie 0531,2010,Horror,105,2025-07-17,0.0242,3.25
M0302,Movie 0302,1993,Thriller,134,2025-07-20,0.0073,3.25
M0825,Movie 0825,1997,Comedy,122,2025-07-22,0.1207,2.93
M0938,Movie 0938,2023,Adventure,108,2025-07-22,0.0283,3.27
M0693,Movie 0693,2001,Adventure,125,2025-08-02,0.0375,3.19
M0133,Movie 0133,2002,Documentary,93,2025-08-05,0.0153,3.32
M0504,Movie 0504,2000,Family,119,2025-08-09,0.0249,2.63
M0293,Movie 0293,1997,Adventure,121,2025-08-18,0.0238,3.31
M0833,Movie 0833,2013,Thriller,119,2025-08-23,0.0092,4.43
M0147,Movie 0147,1991,Family,96,2025-09-03,0.0236,3.95
M0470,Movie 0470,2000,Action,127,2025-09-03,0.0995,3.34
M0529,Movie 0529,1998,Romance,95,2025-09-06,0.0366,3.54
M0758,Movie 0758,2008,Action,129,2025-09-08,0.0113,4.15
M0514,Movie 0514,2019,Documentary,75,2025-09-10,0.0218,3.77
M0296,Movie 0296,2022,Comedy,81,2025-09-13,0.0203,4.34
M1144,Movie 1144,2016,Drama,131,2025-09-21,0.0291,4.26
M0762,Movie 0762,1993,Family,101,2025-09-21,0.0433,3.73
M0511,Movie 0511,1999,Documentary,82,2025-09-21,0.0685,3.58
M0118,Movie 0118,2022,Drama,123,2025-09-22,0.0078,2.9
M0880,Movie 0880,2020,Comedy,129,2025-09-25,0.0193,3.26
M0801,Movie 0801,2013,Animation,127,2025-10-04,0.0411,3.48
M0736,Movie 0736,1995,Animation,101,2025-10-06,0.0675,3.34
M0797,Movie 0797,2016,Thriller,84,2025-10-11,0.0205,3.59
M0612,Movie 0612,2014,Adventure,145,2025-10-18,0.0414,3.44
M0696,Movie 0696,1993,Action,114,2025-10-23,0.0064,3.96
M0782,Movie 0782,2026,Drama,110,2025-10-25,0.0065,3.8
M0643,Movie 0643,2021,Animation,106,2025-10-26,0.0742,4.39
M0866,Movie 0866,2013,Drama,120,2025-11-02,0.2901,3.86
M0181,Movie 0181,2015,Action,114,2025-11-04,0.0713,3.35
M1113,Movie 1113,2005,Family,88,2025-11-07,0.131,4.23
M0730,Movie 0730,2002,Crime,103,2025-11-11,0.045,3.13
M0161,Movie 0161,1992,Horror,90,2025-11-13,0.01,3.1
M0252,Movie 0252,2019,Sci-Fi,114,2025-11-14,0.0351,3.77
M0716,Movie 0716,2025,Horror,79,2025-11-17,0.0245,3.02
M0877,Movie 0877,2009,Sci-Fi,134,2025-11-22,0.0305,3.46
M1129,Movie 1129,1996,Fantasy,117,2025-11-22,0.0235,3.29
M0720,Movie 0720,2004,Drama,106,2025-11-27,0.0576,3.4
M1108,Movie 1108,2007,Fantasy,136,2025-12-03,0.0318,3.28
M0096,Movie 0096,2004,Thriller,120,2025-12-07,0.1084,4.2
M1031,Movie 1031,2001,Thriller,107,2025-12-08,0.0049,3.73
M1084,Movie 1084,2009,Thriller,115,2025-12-12,0.0056,2.97
M0911,Movie 0911,2001,Crime,120,2025-12-14,0.0678,2.54
